,date,name,point
1119,2017-05-24,분노의 질주: 더 익스트림,9.00
1120,2017-05-24,더 플랜,8.98
1121,2017-05-24,가디언즈 오브 갤럭시 VOL. 2,8.96
1122,2017-05-24,8 마일,8.88
1123,2017-05-24,미녀와 야수,8.82
1124,2017-05-24,너의 이름은.,8.81
1125,2017-05-24,그랑블루,8.78
1126,2017-05-24,맨체스터 바이 더 씨,8.72
1127,2017-05-24,캐리비안의 해적: 죽은 자는 말이 없다,8.71
1128,2017-05-24,발레리나,8.71
1129,2017-05-24,오두막,8.69
1130,2017-05-24,보스 베이비,8.69
1131,2017-05-24,스머프: 비밀의 숲,8.62
1132,2017-05-24,패션 오브 크라이스트,8.60
1133,2017-05-24,아비정전,8.59
1134,2017-05-24,라라랜드,8.59
1135,2017-05-24,벨벳 골드마인,8.56
1136,2017-05-24,자전거 탄 소년,8.55
1137,2017-05-24,미드나잇 인 파리,8.55
1138,2017-05-24,슈퍼 빼꼼: 스파이 대작전,8.49
1139,2017-05-24,에이리언: 커버넌트,8.35
1140,2017-05-24,목소리의 형태,8.35
1141,2017-05-24,사일런스,8.26
1142,2017-05-24,존 윅 - 리로드,8.25
1143,2017-05-24,클로저,8.22
1144,2017-05-24,킹 아서: 제왕의 검,8.18
1145,2017-05-24,보안관,8.17
1146,2017-05-24,겟 아웃,8.15
1147,2017-05-24,문라이트,8.10
1148,2017-05-24,자토이치,8.01
1149,2017-05-24,임금님의 사건수첩,8.00
1150,2017-05-24,피와 뼈,7.88
1151,2017-05-24,소셜포비아,7.84
1152,2017-05-24,석조저택 살인사건,7.67
1153,2017-05-24,특별시민,7.62
1154,2017-05-24,배틀로얄,7.42
1155,2017-05-24,밤의 해변에서 혼자,5.70
1156,2017-05-24,불한당: 나쁜 놈들의 세상,5.20
1157,2017-05-25,히든 피겨스,9.36
1158,2017-05-25,피아니스트,9.30
1159,2017-05-25,"서서평, 천천히 평온하게",9.27
1160,2017-05-25,킹 오브 프리즘,9.26
1161,2017-05-25,극장판 쿠로코의 농구 라스트 게임,9.23
1162,2017-05-25,노무현입니다,9.20
1163,2017-05-25,일 포스티노,9.17
1164,2017-05-25,댄서,9.16
1165,2017-05-25,원스 어폰 어 타임 인 아메리카,9.05
1166,2017-05-25,기쿠지로의 여름,9.02
1167,2017-05-25,키즈 리턴,9.01
1168,2017-05-25,분노의 질주: 더 익스트림,9.00
1169,2017-05-25,더 플랜,8.98
1170,2017-05-25,가디언즈 오브 갤럭시 VOL. 2,8.96
1171,2017-05-25,8 마일,8.88
1172,2017-05-25,미녀와 야수,8.82
1173,2017-05-25,너의 이름은.,8.81
1174,2017-05-25,그랑블루,8.78
1175,2017-05-25,발레리나,8.70
1176,2017-05-25,오두막,8.69
1177,2017-05-25,보스 베이비,8.68
1178,2017-05-25,캐리비안의 해적: 죽은 자는 말이 없다,8.68
1179,2017-05-25,스머프: 비밀의 숲,8.62
1180,2017-05-25,아비정전,8.59
1181,2017-05-25,라라랜드,8.59
1182,2017-05-25,벨벳 골드마인,8.56
1183,2017-05-25,자전거 탄 소년,8.56
1184,2017-05-25,미드나잇 인 파리,8.55
1185,2017-05-25,슈퍼 빼꼼: 스파이 대작전,8.47
1186,2017-05-25,목소리의 형태,8.36
1187,2017-05-25,에이리언: 커버넌트,8.35
1188,2017-05-25,사일런스,8.26
1189,2017-05-25,킹 아서: 제왕의 검,8.18
1190,2017-05-25,존 윅 - 리로드,8.18
1191,2017-05-25,보안관,8.17
1192,2017-05-25,겟 아웃,8.15
1193,2017-05-25,문라이트,8.10
1194,2017-05-25,자토이치,8.01
1195,2017-05-25,임금님의 사건수첩,7.98
1196,2017-05-25,피와 뼈,7.88
1197,2017-05-25,소셜포비아,7.84
1198,2017-05-25,석조저택 살인사건,7.64
1199,2017-05-25,특별시민,7.62
1200,2017-05-25,배틀로얄,7.42
1201,2017-05-25,밤의 해변에서 혼자,5.69
1202,2017-05-25,불한당: 나쁜 놈들의 세상,5.22
1203,2017-05-26,히든 피겨스,9.36
1204,2017-05-26,피아니스트,9.30
1205,2017-05-26,"서서평, 천천히 평온하게",9.28
1206,2017-05-26,킹 오브 프리즘,9.25
1207,2017-05-26,극장판 쿠로코의 농구 라스트 게임,9.24
1208,2017-05-26,일 포스티노,9.17
1209,2017-05-26,댄서,9.16
1210,2017-05-26,원스 어폰 어 타임 인 아메리카,9.05
1211,2017-05-26,기쿠지로의 여름,9.02
1212,2017-05-26,키즈 리턴,9.01
1213,2017-05-26,분노의 질주: 더 익스트림,9.00
1214,2017-05-26,더 플랜,8.98
1215,2017-05-26,노무현입니다,8.97
1216,2017-05-26,가디언즈 오브 갤럭시 VOL. 2,8.96
1217,2017-05-26,8 마일,8.88
1218,2017-05-26,미녀와 야수,8.82
1219,2017-05-26,너의 이름은.,8.81
1220,2017-05-26,그랑블루,8.78
1221,2017-05-26,발레리나,8.70
1222,2017-05-26,보스 베이비,8.69
1223,2017-05-26,오두막,8.68
1224,2017-05-26,스머프: 비밀의 숲,8.61
1225,2017-05-26,라라랜드,8.59
1226,2017-05-26,아비정전,8.58
1227,2017-05-26,벨벳 골드마인,8.56
1228,2017-05-26,자전거 탄 소년,8.56
1229,2017-05-26,캐리비안의 해적: 죽은 자는 말이 없다,8.55
1230,2017-05-26,슈퍼 빼꼼: 스파이 대작전,8.47
1231,2017-05-26,목소리의 형태,8.36
1232,2017-05-26,에이리언: 커버넌트,8.35
1233,2017-05-26,사일런스,8.26
1234,2017-05-26,킹 아서: 제왕의 검,8.17
1235,2017-05-26,보안관,8.16
1236,2017-05-26,겟 아웃,8.16
1237,2017-05-26,존 윅 - 리로드,8.15
1238,2017-05-26,문라이트,8.10
1239,2017-05-26,자토이치,8.01
1240,2017-05-26,임금님의 사건수첩,7.96
1241,2017-05-26,피와 뼈,7.88
1242,2017-05-26,소셜포비아,7.84
1243,2017-05-26,특별시민,7.62
1244,2017-05-26,석조저택 살인사건,7.57
1245,2017-05-26,배틀로얄,7.42
1246,2017-05-26,밤의 해변에서 혼자,5.69
1247,2017-05-26,불한당: 나쁜 놈들의 세상,5.26
1248,2017-05-27,히든 피겨스,9.36
1249,2017-05-27,"서서평, 천천히 평온하게",9.28
1250,2017-05-27,킹 오브 프리즘,9.25
1251,2017-05-27,극장판 쿠로코의 농구 라스트 게임,9.25
1252,2017-05-27,일 포스티노,9.17
1253,2017-05-27,댄서,9.16
1254,2017-05-27,원스 어폰 어 타임 인 아메리카,9.05
1255,2017-05-27,노무현입니다,9.04
1256,2017-05-27,기쿠지로의 여름,9.02
1257,2017-05-27,키즈 리턴,9.01
1258,2017-05-27,분노의 질주: 더 익스트림,9.00
1259,2017-05-27,더 플랜,8.98
1260,2017-05-27,가디언즈 오브 갤럭시 VOL. 2,8.96
1261,2017-05-27,8 마일,8.88
1262,2017-05-27,미녀와 야수,8.82
1263,2017-05-27,너의 이름은.,8.81
1264,2017-05-27,그랑블루,8.77
1265,2017-05-27,발레리나,8.70
1266,2017-05-27,오두막,8.69
1267,2017-05-27,보스 베이비,8.69
1268,2017-05-27,스머프: 비밀의 숲,8.61
1269,2017-05-27,캐리비안의 해적: 죽은 자는 말이 없다,8.59
1270,2017-05-27,라라랜드,8.59
1271,2017-05-27,아비정전,8.58
1272,2017-05-27,벨벳 골드마인,8.56
1273,2017-05-27,자전거 탄 소년,8.56
1274,2017-05-27,슈퍼 빼꼼: 스파이 대작전,8.48
1275,2017-05-27,목소리의 형태,8.36
1276,2017-05-27,에이리언: 커버넌트,8.34
1277,2017-05-27,사일런스,8.25
1278,2017-05-27,겟 아웃,8.16
1279,2017-05-27,보안관,8.16
1280,2017-05-27,킹 아서: 제왕의 검,8.15
1281,2017-05-27,존 윅 - 리로드,8.14
1282,2017-05-27,문라이트,8.10
1283,2017-05-27,자토이치,8.01
1284,2017-05-27,임금님의 사건수첩,7.94
1285,2017-05-27,피와 뼈,7.88
1286,2017-05-27,소셜포비아,7.84
1287,2017-05-27,석조저택 살인사건,7.52
1288,2017-05-27,배틀로얄,7.41
1289,2017-05-27,밤의 해변에서 혼자,5.69
1290,2017-05-27,불한당: 나쁜 놈들의 세상,5.25
1291,2017-05-28,히든 피겨스,9.36
1292,2017-05-28,"서서평, 천천히 평온하게",9.29
1293,2017-05-28,킹 오브 프리즘,9.25
1294,2017-05-28,극장판 쿠로코의 농구 라스트 게임,9.25
1295,2017-05-28,일 포스티노,9.18
1296,2017-05-28,댄서,9.16
1297,2017-05-28,원스 어폰 어 타임 인 아메리카,9.05
1298,2017-05-28,노무현입니다,9.04
1299,2017-05-28,기쿠지로의 여름,9.02
1300,2017-05-28,키즈 리턴,9.01
1301,2017-05-28,분노의 질주: 더 익스트림,9.00
1302,2017-05-28,더 플랜,8.98
1303,2017-05-28,가디언즈 오브 갤럭시 VOL. 2,8.96
1304,2017-05-28,8 마일,8.88
1305,2017-05-28,미녀와 야수,8.82
1306,2017-05-28,너의 이름은.,8.81
1307,2017-05-28,발레리나,8.70
1308,2017-05-28,보스 베이비,8.69
1309,2017-05-28,오두막,8.68
1310,2017-05-28,스머프: 비밀의 숲,8.61
1311,2017-05-28,라라랜드,8.59
1312,2017-05-28,아비정전,8.58
1313,2017-05-28,벨벳 골드마인,8.56
1314,2017-05-28,자전거 탄 소년,8.56
1315,2017-05-28,캐리비안의 해적: 죽은 자는 말이 없다,8.55
1316,2017-05-28,슈퍼 빼꼼: 스파이 대작전,8.48
1317,2017-05-28,목소리의 형태,8.35
1318,2017-05-28,에이리언: 커버넌트,8.34
1319,2017-05-28,사일런스,8.25
1320,2017-05-28,겟 아웃,8.16
1321,2017-05-28,보안관,8.15
1322,2017-05-28,킹 아서: 제왕의 검,8.13
1323,2017-05-28,존 윅 - 리로드,8.13
1324,2017-05-28,문라이트,8.10
1325,2017-05-28,자토이치,8.01
1326,2017-05-28,임금님의 사건수첩,7.91
1327,2017-05-28,피와 뼈,7.88
1328,2017-05-28,소셜포비아,7.84
1329,2017-05-28,석조저택 살인사건,7.46
1330,2017-05-28,배틀로얄,7.41
1331,2017-05-28,밤의 해변에서 혼자,5.68
1332,2017-05-28,불한당: 나쁜 놈들의 세상,5.27
1333,2017-05-29,히든 피겨스,9.36
1334,2017-05-29,"서서평, 천천히 평온하게",9.29
1335,2017-05-29,극장판 쿠로코의 농구 라스트 게임,9.26
1336,2017-05-29,우리들,9.18
1337,2017-05-29,일 포스티노,9.18
1338,2017-05-29,댄서,9.16
1339,2017-05-29,원스 어폰 어 타임 인 아메리카,9.05
1340,2017-05-29,노무현입니다,9.05
1341,2017-05-29,기쿠지로의 여름,9.02
1342,2017-05-29,키즈 리턴,9.01
1343,2017-05-29,분노의 질주: 더 익스트림,9.00
1344,2017-05-29,더 플랜,8.98
1345,2017-05-29,가디언즈 오브 갤럭시 VOL. 2,8.96
1346,2017-05-29,8 마일,8.88
1347,2017-05-29,미녀와 야수,8.82
1348,2017-05-29,오두막,8.69
1349,2017-05-29,보스 베이비,8.68
1350,2017-05-29,스머프: 비밀의 숲,8.61
1351,2017-05-29,몬스터,8.60
1352,2017-05-29,라라랜드,8.59
1353,2017-05-29,벨벳 골드마인,8.56
1354,2017-05-29,자전거 탄 소년,8.56
1355,2017-05-29,캐리비안의 해적: 죽은 자는 말이 없다,8.47
1356,2017-05-29,슈퍼 빼꼼: 스파이 대작전,8.46
1357,2017-05-29,목소리의 형태,8.36
1358,2017-05-29,에이리언: 커버넌트,8.34
1359,2017-05-29,사일런스,8.25
1360,2017-05-29,보안관,8.15
1361,2017-05-29,겟 아웃,8.15
1362,2017-05-29,킹 아서: 제왕의 검,8.11
1363,2017-05-29,존 윅 - 리로드,8.11
1364,2017-05-29,문라이트,8.10
1365,2017-05-29,자토이치,8.01
1366,2017-05-29,임금님의 사건수첩,7.89
1367,2017-05-29,피와 뼈,7.88
1368,2017-05-29,소셜포비아,7.84
1369,2017-05-29,특별시민,7.62
1370,2017-05-29,석조저택 살인사건,7.43
1371,2017-05-29,배틀로얄,7.41
1372,2017-05-29,밤의 해변에서 혼자,5.67
1373,2017-05-29,불한당: 나쁜 놈들의 세상,5.31
1374,2017-05-30,히든 피겨스,9.35
1375,2017-05-30,"서서평, 천천히 평온하게",9.29
1376,2017-05-30,극장판 쿠로코의 농구 라스트 게임,9.26
1377,2017-05-30,핵소 고지,9.20
1378,2017-05-30,우리들,9.18
1379,2017-05-30,일 포스티노,9.17
1380,2017-05-30,댄서,9.15
1381,2017-05-30,노무현입니다,9.05
1382,2017-05-30,기쿠지로의 여름,9.02
1383,2017-05-30,키즈 리턴,9.01
1384,2017-05-30,분노의 질주: 더 익스트림,9.00
1385,2017-05-30,가디언즈 오브 갤럭시 VOL. 2,8.96
1386,2017-05-30,8 마일,8.88
1387,2017-05-30,미녀와 야수,8.82
1388,2017-05-30,행복 목욕탕,8.70
1389,2017-05-30,보스 베이비,8.68
1390,2017-05-30,오두막,8.68
1391,2017-05-30,스머프: 비밀의 숲,8.61
1392,2017-05-30,몬스터,8.60
1393,2017-05-30,라라랜드,8.59
1394,2017-05-30,벨벳 골드마인,8.56
1395,2017-05-30,자전거 탄 소년,8.56
1396,2017-05-30,슈퍼 빼꼼: 스파이 대작전,8.45
1397,2017-05-30,캐리비안의 해적: 죽은 자는 말이 없다,8.42
1398,2017-05-30,목소리의 형태,8.35
1399,2017-05-30,에이리언: 커버넌트,8.34
1400,2017-05-30,사일런스,8.25
1401,2017-05-30,보안관,8.15
1402,2017-05-30,겟 아웃,8.14
1403,2017-05-30,존 윅 - 리로드,8.11
1404,2017-05-30,킹 아서: 제왕의 검,8.10
1405,2017-05-30,문라이트,8.10
1406,2017-05-30,자토이치,8.01
1407,2017-05-30,피와 뼈,7.88
1408,2017-05-30,임금님의 사건수첩,7.88
1409,2017-05-30,소셜포비아,7.84
1410,2017-05-30,특별시민,7.61
1411,2017-05-30,석조저택 살인사건,7.41
1412,2017-05-30,배틀로얄,7.41
1413,2017-05-30,밤의 해변에서 혼자,5.68
1414,2017-05-30,불한당: 나쁜 놈들의 세상,5.32
1415,2017-05-31,히든 피겨스,9.35
1416,2017-05-31,"서서평, 천천히 평온하게",9.29
1417,2017-05-31,뚜르: 내 생애 최고의 49일,9.28
1418,2017-05-31,극장판 쿠로코의 농구 라스트 게임,9.26
1419,2017-05-31,"나, 다니엘 블레이크",9.25
1420,2017-05-31,핵소 고지,9.20
1421,2017-05-31,우리들,9.18
1422,2017-05-31,일 포스티노,9.17
1423,2017-05-31,댄서,9.15
1424,2017-05-31,노무현입니다,9.03
1425,2017-05-31,기쿠지로의 여름,9.02
1426,2017-05-31,키즈 리턴,9.01
1427,2017-05-31,분노의 질주: 더 익스트림,9.00
1428,2017-05-31,가디언즈 오브 갤럭시 VOL. 2,8.96
1429,2017-05-31,대립군,8.85
1430,2017-05-31,미녀와 야수,8.82
1431,2017-05-31,행복 목욕탕,8.70
1432,2017-05-31,보스 베이비,8.68
1433,2017-05-31,오두막,8.68
1434,2017-05-31,스머프: 비밀의 숲,8.62
1435,2017-05-31,몬스터,8.60
1436,2017-05-31,라라랜드,8.59
1437,2017-05-31,자전거 탄 소년,8.56
1438,2017-05-31,슈퍼 빼꼼: 스파이 대작전,8.45
1439,2017-05-31,캐리비안의 해적: 죽은 자는 말이 없다,8.40
1440,2017-05-31,목소리의 형태,8.34
1441,2017-05-31,에이리언: 커버넌트,8.34
1442,2017-05-31,사일런스,8.25
1443,2017-05-31,보안관,8.15
1444,2017-05-31,겟 아웃,8.15
1445,2017-05-31,존 윅 - 리로드,8.11
1446,2017-05-31,킹 아서: 제왕의 검,8.11
1447,2017-05-31,문라이트,8.10
1448,2017-05-31,원더 우먼,8.07
1449,2017-05-31,자토이치,8.01
1450,2017-05-31,피와 뼈,7.88
1451,2017-05-31,임금님의 사건수첩,7.88
1452,2017-05-31,소셜포비아,7.84
1453,2017-05-31,특별시민,7.61
1454,2017-05-31,배틀로얄,7.41
1455,2017-05-31,석조저택 살인사건,7.39
1456,2017-05-31,밤의 해변에서 혼자,5.68
1457,2017-05-31,불한당: 나쁜 놈들의 세상,5.34
1458,2017-06-01,히든 피겨스,9.35
1459,2017-06-01,뚜르: 내 생애 최고의 49일,9.27
1460,2017-06-01,"서서평, 천천히 평온하게",9.27
1461,2017-06-01,말할 수 없는 비밀,9.27
1462,2017-06-01,극장판 쿠로코의 농구 라스트 게임,9.27
1463,2017-06-01,핵소 고지,9.20
1464,2017-06-01,우리들,9.18
1465,2017-06-01,일 포스티노,9.17
1466,2017-06-01,댄서,9.15
1467,2017-06-01,노무현입니다,9.04
1468,2017-06-01,기쿠지로의 여름,9.02
1469,2017-06-01,키즈 리턴,9.01
1470,2017-06-01,분노의 질주: 더 익스트림,9.00
1471,2017-06-01,가디언즈 오브 갤럭시 VOL. 2,8.96
1472,2017-06-01,하이큐!! 끝과 시작,8.89
1473,2017-06-01,미녀와 야수,8.82
1474,2017-06-01,너의 이름은.,8.81
1475,2017-06-01,그랑블루,8.77
1476,2017-06-01,행복 목욕탕,8.71
1477,2017-06-01,보스 베이비,8.68
1478,2017-06-01,오두막,8.67
1479,2017-06-01,오페라의 유령,8.65
1480,2017-06-01,스머프: 비밀의 숲,8.62
1481,2017-06-01,몬스터,8.60
1482,2017-06-01,대립군,8.59
1483,2017-06-01,라라랜드,8.59
1484,2017-06-01,그녀,8.50
1485,2017-06-01,슈퍼 빼꼼: 스파이 대작전,8.43
1486,2017-06-01,캐리비안의 해적: 죽은 자는 말이 없다,8.39
1487,2017-06-01,티파니에서 아침을,8.39
1488,2017-06-01,목소리의 형태,8.34
1489,2017-06-01,에이리언: 커버넌트,8.34
1490,2017-06-01,사일런스,8.25
1491,2017-06-01,겟 아웃,8.15
1492,2017-06-01,보안관,8.15
1493,2017-06-01,존 윅 - 리로드,8.11
1494,2017-06-01,라붐,8.11
1495,2017-06-01,킹 아서: 제왕의 검,8.11
1496,2017-06-01,문라이트,8.10
1497,2017-06-01,원더 우먼,8.04
1498,2017-06-01,자토이치,8.02
1499,2017-06-01,피와 뼈,7.88
1500,2017-06-01,임금님의 사건수첩,7.87
1501,2017-06-01,소셜포비아,7.84
1502,2017-06-01,특별시민,7.56
1503,2017-06-01,배틀로얄,7.41
1504,2017-06-01,석조저택 살인사건,7.38
1505,2017-06-01,밤의 해변에서 혼자,5.67
1506,2017-06-01,불한당: 나쁜 놈들의 세상,5.36
1507,2017-06-02,히든 피겨스,9.35
1508,2017-06-02,"서서평, 천천히 평온하게",9.27
1509,2017-06-02,말할 수 없는 비밀,9.27
1510,2017-06-02,극장판 쿠로코의 농구 라스트 게임,9.27
1511,2017-06-02,핵소 고지,9.20
1512,2017-06-02,우리들,9.18
1513,2017-06-02,일 포스티노,9.17
1514,2017-06-02,댄서,9.15
1515,2017-06-02,노무현입니다,9.04
1516,2017-06-02,기쿠지로의 여름,9.02
1517,2017-06-02,키즈 리턴,9.01
1518,2017-06-02,분노의 질주: 더 익스트림,9.00
1519,2017-06-02,가디언즈 오브 갤럭시 VOL. 2,8.95
1520,2017-06-02,하이큐!! 끝과 시작,8.89
1521,2017-06-02,미녀와 야수,8.82
1522,2017-06-02,너의 이름은.,8.81
1523,2017-06-02,그랑블루,8.77
1524,2017-06-02,행복 목욕탕,8.69
1525,2017-06-02,보스 베이비,8.68
1526,2017-06-02,오페라의 유령,8.65
1527,2017-06-02,오두막,8.63
1528,2017-06-02,나는 부정한다,8.63
1529,2017-06-02,스머프: 비밀의 숲,8.62
1530,2017-06-02,몬스터,8.60
1531,2017-06-02,라라랜드,8.59
1532,2017-06-02,그녀,8.50
1533,2017-06-02,슈퍼 빼꼼: 스파이 대작전,8.42
1534,2017-06-02,티파니에서 아침을,8.39
1535,2017-06-02,캐리비안의 해적: 죽은 자는 말이 없다,8.37
1536,2017-06-02,목소리의 형태,8.34
1537,2017-06-02,에이리언: 커버넌트,8.34
1538,2017-06-02,대립군,8.31
1539,2017-06-02,사일런스,8.25
1540,2017-06-02,겟 아웃,8.15
1541,2017-06-02,보안관,8.14
1542,2017-06-02,킹 아서: 제왕의 검,8.11
1543,2017-06-02,존 윅 - 리로드,8.11
1544,2017-06-02,라붐,8.11
1545,2017-06-02,문라이트,8.10
1546,2017-06-02,원더 우먼,8.09
1547,2017-06-02,자토이치,8.02
1548,2017-06-02,피와 뼈,7.88
1549,2017-06-02,임금님의 사건수첩,7.87
1550,2017-06-02,소셜포비아,7.84
1551,2017-06-02,특별시민,7.55
1552,2017-06-02,배틀로얄,7.41
1553,2017-06-02,석조저택 살인사건,7.39
1554,2017-06-02,밤의 해변에서 혼자,5.67
1555,2017-06-02,불한당: 나쁜 놈들의 세상,5.37
1556,2017-06-03,히든 피겨스,9.35
1557,2017-06-03,뚜르: 내 생애 최고의 49일,9.30
1558,2017-06-03,"서서평, 천천히 평온하게",9.27
1559,2017-06-03,극장판 쿠로코의 농구 라스트 게임,9.26
1560,2017-06-03,"나, 다니엘 블레이크",9.25
1561,2017-06-03,우리들,9.19
1562,2017-06-03,일 포스티노,9.17
1563,2017-06-03,댄서,9.15
1564,2017-06-03,기쿠지로의 여름,9.02
1565,2017-06-03,노무현입니다,9.02
1566,2017-06-03,키즈 리턴,9.01
1567,2017-06-03,분노의 질주: 더 익스트림,9.00
1568,2017-06-03,가디언즈 오브 갤럭시 VOL. 2,8.95
1569,2017-06-03,하이큐!! 끝과 시작,8.90
1570,2017-06-03,미녀와 야수,8.82
1571,2017-06-03,너의 이름은.,8.81
1572,2017-06-03,행복 목욕탕,8.69
1573,2017-06-03,보스 베이비,8.68
1574,2017-06-03,오두막,8.63
1575,2017-06-03,스머프: 비밀의 숲,8.61
1576,2017-06-03,몬스터,8.60
1577,2017-06-03,나는 부정한다,8.59
1578,2017-06-03,라라랜드,8.59
1579,2017-06-03,그녀,8.50
1580,2017-06-03,슈퍼 빼꼼: 스파이 대작전,8.41
1581,2017-06-03,캐리비안의 해적: 죽은 자는 말이 없다,8.37
1582,2017-06-03,목소리의 형태,8.34
1583,2017-06-03,에이리언: 커버넌트,8.34
1584,2017-06-03,사일런스,8.24
1585,2017-06-03,대립군,8.15
1586,2017-06-03,겟 아웃,8.15
1587,2017-06-03,보안관,8.14
1588,2017-06-03,킹 아서: 제왕의 검,8.12
1589,2017-06-03,문라이트,8.11
1590,2017-06-03,존 윅 - 리로드,8.10
1591,2017-06-03,원더 우먼,8.05
1592,2017-06-03,자토이치,8.02
1593,2017-06-03,피와 뼈,7.88
1594,2017-06-03,임금님의 사건수첩,7.87
1595,2017-06-03,소셜포비아,7.84
1596,2017-06-03,특별시민,7.54
1597,2017-06-03,배틀로얄,7.41
1598,2017-06-03,석조저택 살인사건,7.38
1599,2017-06-03,밤의 해변에서 혼자,5.67
1600,2017-06-03,불한당: 나쁜 놈들의 세상,5.39
1601,2017-06-04,히든 피겨스,9.35
1602,2017-06-04,뚜르: 내 생애 최고의 49일,9.30
1603,2017-06-04,"서서평, 천천히 평온하게",9.28
1604,2017-06-04,극장판 쿠로코의 농구 라스트 게임,9.25
1605,2017-06-04,"나, 다니엘 블레이크",9.25
1606,2017-06-04,우리들,9.19
1607,2017-06-04,일 포스티노,9.17
1608,2017-06-04,댄서,9.15
1609,2017-06-04,노무현입니다,9.02
1610,2017-06-04,기쿠지로의 여름,9.02
1611,2017-06-04,키즈 리턴,9.01
1612,2017-06-04,분노의 질주: 더 익스트림,9.00
1613,2017-06-04,가디언즈 오브 갤럭시 VOL. 2,8.95
1614,2017-06-04,하이큐!! 끝과 시작,8.90
1615,2017-06-04,미녀와 야수,8.82
1616,2017-06-04,너의 이름은.,8.81
1617,2017-06-04,보스 베이비,8.68
1618,2017-06-04,오두막,8.63
1619,2017-06-04,스머프: 비밀의 숲,8.61
1620,2017-06-04,나는 부정한다,8.60
1621,2017-06-04,라라랜드,8.59
1622,2017-06-04,그녀,8.50
1623,2017-06-04,슈퍼 빼꼼: 스파이 대작전,8.42
1624,2017-06-04,캐리비안의 해적: 죽은 자는 말이 없다,8.35
1625,2017-06-04,목소리의 형태,8.34
1626,2017-06-04,에이리언: 커버넌트,8.34
1627,2017-06-04,사일런스,8.24
1628,2017-06-04,겟 아웃,8.15
1629,2017-06-04,보안관,8.14
1630,2017-06-04,킹 아서: 제왕의 검,8.11
1631,2017-06-04,대립군,8.11
1632,2017-06-04,문라이트,8.10
1633,2017-06-04,존 윅 - 리로드,8.07
1634,2017-06-04,원더 우먼,8.04
1635,2017-06-04,자토이치,8.02
1636,2017-06-04,피와 뼈,7.88
1637,2017-06-04,임금님의 사건수첩,7.86
1638,2017-06-04,소셜포비아,7.84
1639,2017-06-04,특별시민,7.53
1640,2017-06-04,배틀로얄,7.41
1641,2017-06-04,석조저택 살인사건,7.37
1642,2017-06-04,밤의 해변에서 혼자,5.67
1643,2017-06-04,불한당: 나쁜 놈들의 세상,5.41
1644,2017-06-05,히든 피겨스,9.35
1645,2017-06-05,뚜르: 내 생애 최고의 49일,9.30
1646,2017-06-05,"서서평, 천천히 평온하게",9.27
1647,2017-06-05,극장판 쿠로코의 농구 라스트 게임,9.25
1648,2017-06-05,"나, 다니엘 블레이크",9.24
1649,2017-06-05,일 포스티노,9.17
1650,2017-06-05,댄서,9.15
1651,2017-06-05,기쿠지로의 여름,9.02
1652,2017-06-05,노무현입니다,9.02
1653,2017-06-05,키즈 리턴,9.02
1654,2017-06-05,분노의 질주: 더 익스트림,8.99
1655,2017-06-05,가디언즈 오브 갤럭시 VOL. 2,8.95
1656,2017-06-05,하이큐!! 끝과 시작,8.91
1657,2017-06-05,미녀와 야수,8.82
1658,2017-06-05,마미,8.68
1659,2017-06-05,보스 베이비,8.68
1660,2017-06-05,오두막,8.64
1661,2017-06-05,스머프: 비밀의 숲,8.61
1662,2017-06-05,나는 부정한다,8.60
1663,2017-06-05,라라랜드,8.59
1664,2017-06-05,그녀,8.50
1665,2017-06-05,지옥의 묵시록,8.42
1666,2017-06-05,슈퍼 빼꼼: 스파이 대작전,8.42
1667,2017-06-05,캐리비안의 해적: 죽은 자는 말이 없다,8.35
1668,2017-06-05,목소리의 형태,8.34
1669,2017-06-05,에이리언: 커버넌트,8.34
1670,2017-06-05,사일런스,8.24
1671,2017-06-05,겟 아웃,8.16
1672,2017-06-05,심야식당,8.14
1673,2017-06-05,보안관,8.13
1674,2017-06-05,킹 아서: 제왕의 검,8.11
1675,2017-06-05,문라이트,8.11
1676,2017-06-05,존 윅 - 리로드,8.07
1677,2017-06-05,대립군,8.03
1678,2017-06-05,자토이치,8.02
1679,2017-06-05,원더 우먼,8.00
1680,2017-06-05,피와 뼈,7.88
1681,2017-06-05,그물,7.87
1682,2017-06-05,임금님의 사건수첩,7.85
1683,2017-06-05,소셜포비아,7.84
1684,2017-06-05,특별시민,7.52
1685,2017-06-05,배틀로얄,7.41
1686,2017-06-05,석조저택 살인사건,7.36
1687,2017-06-05,밤의 해변에서 혼자,5.67
1688,2017-06-05,불한당: 나쁜 놈들의 세상,5.42
1689,2017-06-06,히든 피겨스,9.35
1690,2017-06-06,뚜르: 내 생애 최고의 49일,9.30
1691,2017-06-06,"서서평, 천천히 평온하게",9.27
1692,2017-06-06,극장판 쿠로코의 농구 라스트 게임,9.25
1693,2017-06-06,"나, 다니엘 블레이크",9.24
1694,2017-06-06,일 포스티노,9.17
1695,2017-06-06,댄서,9.15
1696,2017-06-06,기쿠지로의 여름,9.02
1697,2017-06-06,노무현입니다,9.02
1698,2017-06-06,키즈 리턴,9.02
1699,2017-06-06,분노의 질주: 더 익스트림,8.99
1700,2017-06-06,가디언즈 오브 갤럭시 VOL. 2,8.95
1701,2017-06-06,하이큐!! 끝과 시작,8.92
1702,2017-06-06,미녀와 야수,8.81
1703,2017-06-06,마미,8.68
1704,2017-06-06,보스 베이비,8.68
